distance_km,walking,bike,e-bike,e-scooter,bus (city),bus (coach),tram/light rail,metro/urban rail,intercity rail,brt (rapid bus),carpool (3+),car (2 pax),car (solo/taxi),rideshare pooled,ferry,plane (domestic),plane (intl)
1665,0.0,0.0,0.0,0.0,3.14,8.17,0.0,0.0,0.0,5.75,1.58,1.56,1.44,1.57,4.09,2.1,6.79
1670,0.0,0.0,0.0,0.0,3.14,8.17,0.0,0.0,0.0,5.74,1.58,1.56,1.43,1.57,4.09,2.11,6.8
1675,0.0,0.0,0.0,0.0,3.13,8.17,0.0,0.0,0.0,5.74,1.58,1.56,1.43,1.56,4.09,2.11,6.8
1680,0.0,0.0,0.0,0.0,3.13,8.17,0.0,0.0,0.0,5.74,1.57,1.55,1.43,1.56,4.09,2.12,6.81
1685,0.0,0.0,0.0,0.0,3.12,8.16,0.0,0.0,0.0,5.73,1.57,1.55,1.43,1.56,4.09,2.12,6.81
1690,0.0,0.0,0.0,0.0,3.12,8.16,0.0,0.0,0.0,5.73,1.57,1.55,1.43,1.56,4.1,2.12,6.82
1695,0.0,0.0,0.0,0.0,3.12,8.16,0.0,0.0,0.0,5.72,1.57,1.55,1.43,1.56,4.1,2.13,6.82
1700,0.0,0.0,0.0,0.0,3.11,8.16,0.0,0.0,0.0,5.72,1.57,1.55,1.43,1.55,4.1,2.13,6.83
1705,0.0,0.0,0.0,0.0,3.11,8.16,0.0,0.0,0.0,5.72,1.56,1.54,1.42,1.55,4.1,2.14,6.84
1710,0.0,0.0,0.0,0.0,3.11,8.15,0.0,0.0,0.0,5.71,1.56,1.54,1.42,1.55,4.1,2.14,6.84
1715,0.0,0.0,0.0,0.0,3.1,8.15,0.0,0.0,0.0,5.71,1.56,1.54,1.42,1.55,4.1,2.14,6.85
1720,0.0,0.0,0.0,0.0,3.1,8.15,0.0,0.0,0.0,5.7,1.56,1.54,1.42,1.55,4.1,2.15,6.85
1725,0.0,0.0,0.0,0.0,3.1,8.15,0.0,0.0,0.0,5.7,1.56,1.54,1.42,1.54,4.1,2.15,6.86
1730,0.0,0.0,0.0,0.0,3.09,8.15,0.0,0.0,0.0,5.7,1.55,1.53,1.42,1.54,4.1,2.16,6.86
1735,0.0,0.0,0.0,0.0,3.09,8.14,0.0,0.0,0.0,5.69,1.55,1.53,1.41,1.54,4.1,2.16,6.87
1740,0.0,0.0,0.0,0.0,3.09,8.14,0.0,0.0,0.0,5.69,1.55,1.53,1.41,1.54,4.1,2.17,6.87
1745,0.0,0.0,0.0,0.0,3.08,8.14,0.0,0.0,0.0,5.68,1.55,1.53,1.41,1.54,4.1,2.17,6.88
1750,0.0,0.0,0.0,0.0,3.08,8.14,0.0,0.0,0.0,5.68,1.54,1.53,1.41,1.53,4.1,2.17,6.88
1755,0.0,0.0,0.0,0.0,3.07,8.14,0.0,0.0,0.0,5.68,1.54,1.52,1.41,1.53,4.11,2.18,6.89
1760,0.0,0.0,0.0,0.0,3.07,8.13,0.0,0.0,0.0,5.67,1.54,1.52,1.41,1.53,4.11,2.18,6.89
1765,0.0,0.0,0.0,0.0,3.07,8.13,0.0,0.0,0.0,5.67,1.54,1.52,1.41,1.53,4.11,2.19,6.9
1770,0.0,0.0,0.0,0.0,3.06,8.13,0.0,0.0,0.0,5.66,1.54,1.52,1.4,1.53,4.11,2.19,6.9
1775,0.0,0.0,0.0,0.0,3.06,8.13,0.0,0.0,0.0,5.66,1.53,1.52,1.4,1.52,4.11,2.2,6.91
1780,0.0,0.0,0.0,0.0,3.06,8.12,0.0,0.0,0.0,5.66,1.53,1.51,1.4,1.52,4.11,2.2,6.92
1785,0.0,0.0,0.0,0.0,3.05,8.12,0.0,0.0,0.0,5.65,1.53,1.51,1.4,1.52,4.11,2.2,6.92
1790,0.0,0.0,0.0,0.0,3.05,8.12,0.0,0.0,0.0,5.65,1.53,1.51,1.4,1.52,4.11,2.21,6.93
1795,0.0,0.0,0.0,0.0,3.05,8.12,0.0,0.0,0.0,5.65,1.53,1.51,1.4,1.52,4.11,2.21,6.93
1800,0.0,0.0,0.0,0.0,3.04,8.12,0.0,0.0,0.0,5.64,1.52,1.51,1.4,1.51,4.11,2.22,6.94
1805,0.0,0.0,0.0,0.0,3.04,8.11,0.0,0.0,0.0,5.64,1.52,1.5,1.39,1.51,4.11,2.22,6.94
1810,0.0,0.0,0.0,0.0,3.04,8.11,0.0,0.0,0.0,5.63,1.52,1.5,1.39,1.51,4.11,2.23,6.95
1815,0.0,0.0,0.0,0.0,3.03,8.11,0.0,0.0,0.0,5.63,1.52,1.5,1.39,1.51,4.11,2.23,6.95
1820,0.0,0.0,0.0,0.0,3.03,8.11,0.0,0.0,0.0,5.63,1.52,1.5,1.39,1.51,4.12,2.24,6.96
1825,0.0,0.0,0.0,0.0,3.03,8.11,0.0,0.0,0.0,5.62,1.51,1.5,1.39,1.5,4.12,2.24,6.96
1830,0.0,0.0,0.0,0.0,3.02,8.1,0.0,0.0,0.0,5.62,1.51,1.49,1.39,1.5,4.12,2.24,6.97
1835,0.0,0.0,0.0,0.0,3.02,8.1,0.0,0.0,0.0,5.61,1.51,1.49,1.39,1.5,4.12,2.25,6.98
1840,0.0,0.0,0.0,0.0,3.02,8.1,0.0,0.0,0.0,5.61,1.51,1.49,1.38,1.5,4.12,2.25,6.98
1845,0.0,0.0,0.0,0.0,3.01,8.1,0.0,0.0,0.0,5.61,1.51,1.49,1.38,1.5,4.12,2.26,6.99
1850,0.0,0.0,0.0,0.0,3.01,8.1,0.0,0.0,0.0,5.6,1.5,1.49,1.38,1.49,4.12,2.26,6.99
1855,0.0,0.0,0.0,0.0,3.01,8.09,0.0,0.0,0.0,5.6,1.5,1.49,1.38,1.49,4.12,2.27,7.0
1860,0.0,0.0,0.0,0.0,3.0,8.09,0.0,0.0,0.0,5.6,1.5,1.48,1.38,1.49,4.12,2.27,7.0
1865,0.0,0.0,0.0,0.0,3.0,8.09,0.0,0.0,0.0,5.59,1.5,1.48,1.38,1.49,4.12,2.28,7.01
1870,0.0,0.0,0.0,0.0,3.0,8.09,0.0,0.0,0.0,5.59,1.5,1.48,1.38,1.49,4.12,2.28,7.01
1875,0.0,0.0,0.0,0.0,2.99,8.09,0.0,0.0,0.0,5.58,1.49,1.48,1.38,1.48,4.12,2.29,7.02
1880,0.0,0.0,0.0,0.0,2.99,8.08,0.0,0.0,0.0,5.58,1.49,1.48,1.37,1.48,4.13,2.29,7.03
1885,0.0,0.0,0.0,0.0,2.99,8.08,0.0,0.0,0.0,5.58,1.49,1.47,1.37,1.48,4.13,2.3,7.03
1890,0.0,0.0,0.0,0.0,2.98,8.08,0.0,0.0,0.0,5.57,1.49,1.47,1.37,1.48,4.13,2.3,7.04
1895,0.0,0.0,0.0,0.0,2.98,8.08,0.0,0.0,0.0,5.57,1.49,1.47,1.37,1.48,4.13,2.3,7.04
1900,0.0,0.0,0.0,0.0,2.98,8.07,0.0,0.0,0.0,5.57,1.48,1.47,1.37,1.47,4.13,2.31,7.05
1905,0.0,0.0,0.0,0.0,2.97,8.07,0.0,0.0,0.0,5.56,1.48,1.47,1.37,1.47,4.13,2.31,7.05
1910,0.0,0.0,0.0,0.0,2.97,8.07,0.0,0.0,0.0,5.56,1.48,1.46,1.37,1.47,4.13,2.32,7.06
1915,0.0,0.0,0.0,0.0,2.97,8.07,0.0,0.0,0.0,5.55,1.48,1.46,1.36,1.47,4.13,2.32,7.07
1920,0.0,0.0,0.0,0.0,2.96,8.07,0.0,0.0,0.0,5.55,1.48,1.46,1.36,1.47,4.13,2.33,7.07
1925,0.0,0.0,0.0,0.0,2.96,8.06,0.0,0.0,0.0,5.55,1.47,1.46,1.36,1.47,4.13,2.33,7.08
1930,0.0,0.0,0.0,0.0,2.96,8.06,0.0,0.0,0.0,5.54,1.47,1.46,1.36,1.46,4.13,2.34,7.08
1935,0.0,0.0,0.0,0.0,2.95,8.06,0.0,0.0,0.0,5.54,1.47,1.46,1.36,1.46,4.13,2.34,7.09
1940,0.0,0.0,0.0,0.0,2.95,8.06,0.0,0.0,0.0,5.54,1.47,1.45,1.36,1.46,4.13,2.35,7.09
1945,0.0,0.0,0.0,0.0,2.95,8.06,0.0,0.0,0.0,5.53,1.47,1.45,1.36,1.46,4.14,2.35,7.1
1950,0.0,0.0,0.0,0.0,2.94,8.05,0.0,0.0,0.0,5.53,1.47,1.45,1.35,1.46,4.14,2.36,7.11
1955,0.0,0.0,0.0,0.0,2.94,8.05,0.0,0.0,0.0,5.52,1.46,1.45,1.35,1.45,4.14,2.36,7.11
1960,0.0,0.0,0.0,0.0,2.94,8.05,0.0,0.0,0.0,5.52,1.46,1.45,1.35,1.45,4.14,2.37,7.12
1965,0.0,0.0,0.0,0.0,2.94,8.05,0.0,0.0,0.0,5.52,1.46,1.44,1.35,1.45,4.14,2.37,7.12
1970,0.0,0.0,0.0,0.0,2.93,8.05,0.0,0.0,0.0,5.51,1.46,1.44,1.35,1.45,4.14,2.38,7.13
1975,0.0,0.0,0.0,0.0,2.93,8.04,0.0,0.0,0.0,5.51,1.46,1.44,1.35,1.45,4.14,2.38,7.13
1980,0.0,0.0,0.0,0.0,2.93,8.04,0.0,0.0,0.0,5.51,1.45,1.44,1.35,1.44,4.14,2.39,7.14
1985,0.0,0.0,0.0,0.0,2.92,8.04,0.0,0.0,0.0,5.5,1.45,1.44,1.35,1.44,4.14,2.39,7.15
1990,0.0,0.0,0.0,0.0,2.92,8.04,0.0,0.0,0.0,5.5,1.45,1.44,1.34,1.44,4.14,2.4,7.15
1995,0.0,0.0,0.0,0.0,2.92,8.04,0.0,0.0,0.0,5.5,1.45,1.43,1.34,1.44,4.14,2.4,7.16
2000,0.0,0.0,0.0,0.0,2.91,8.03,0.0,0.0,0.0,5.49,1.45,1.43,1.34,1.44,4.14,2.41,7.16
2005,0.0,0.0,0.0,0.0,2.91,8.03,0.0,0.0,0.0,5.49,1.44,1.43,1.34,1.44,4.15,2.41,7.17
2010,0.0,0.0,0.0,0.0,2.91,8.03,0.0,0.0,0.0,5.48,1.44,1.43,1.34,1.43,4.15,2.42,7.17
2015,0.0,0.0,0.0,0.0,2.9,8.03,0.0,0.0,0.0,5.48,1.44,1.43,1.34,1.43,4.15,2.43,7.18
2020,0.0,0.0,0.0,0.0,2.9,8.03,0.0,0.0,0.0,5.48,1.44,1.43,1.34,1.43,4.15,2.43,7.19
2025,0.0,0.0,0.0,0.0,2.9,8.02,0.0,0.0,0.0,5.47,1.44,1.42,1.34,1.43,4.15,2.44,7.19
2030,0.0,0.0,0.0,0.0,2.89,8.02,0.0,0.0,0.0,5.47,1.44,1.42,1.33,1.43,4.15,2.44,7.2
2035,0.0,0.0,0.0,0.0,2.89,8.02,0.0,0.0,0.0,5.47,1.43,1.42,1.33,1.43,4.15,2.45,7.2
2040,0.0,0.0,0.0,0.0,2.89,8.02,0.0,0.0,0.0,5.46,1.43,1.42,1.33,1.42,4.15,2.45,7.21
2045,0.0,0.0,0.0,0.0,2.89,8.02,0.0,0.0,0.0,5.46,1.43,1.42,1.33,1.42,4.15,2.46,7.22
2050,0.0,0.0,0.0,0.0,2.88,8.01,0.0,0.0,0.0,5.46,1.43,1.41,1.33,1.42,4.15,2.46,7.22
2055,0.0,0.0,0.0,0.0,2.88,8.01,0.0,0.0,0.0,5.45,1.43,1.41,1.33,1.42,4.15,2.47,7.23
2060,0.0,0.0,0.0,0.0,2.88,8.01,0.0,0.0,0.0,5.45,1.42,1.41,1.33,1.42,4.15,2.47,7.23
2065,0.0,0.0,0.0,0.0,2.87,8.01,0.0,0.0,0.0,5.45,1.42,1.41,1.33,1.41,4.16,2.48,7.24
2070,0.0,0.0,0.0,0.0,2.87,8.01,0.0,0.0,0.0,5.44,1.42,1.41,1.32,1.41,4.16,2.49,7.25
2075,0.0,0.0,0.0,0.0,2.87,8.0,0.0,0.0,0.0,5.44,1.42,1.41,1.32,1.41,4.16,2.49,7.25
2080,0.0,0.0,0.0,0.0,2.86,8.0,0.0,0.0,0.0,5.43,1.42,1.4,1.32,1.41,4.16,2.5,7.26
2085,0.0,0.0,0.0,0.0,2.86,8.0,0.0,0.0,0.0,5.43,1.42,1.4,1.32,1.41,4.16,2.5,7.26
2090,0.0,0.0,0.0,0.0,2.86,8.0,0.0,0.0,0.0,5.43,1.41,1.4,1.32,1.41,4.16,2.51,7.27
2095,0.0,0.0,0.0,0.0,2.85,8.0,0.0,0.0,0.0,5.42,1.41,1.4,1.32,1.4,4.16,2.51,7.28
2100,0.0,0.0,0.0,0.0,2.85,7.99,0.0,0.0,0.0,5.42,1.41,1.4,1.32,1.4,4.16,2.52,7.28
2105,0.0,0.0,0.0,0.0,2.85,7.99,0.0,0.0,0.0,5.42,1.41,1.4,1.31,1.4,4.16,2.52,7.29
2110,0.0,0.0,0.0,0.0,2.85,7.99,0.0,0.0,0.0,5.41,1.41,1.39,1.31,1.4,4.16,2.53,7.29
2115,0.0,0.0,0.0,0.0,2.84,7.99,0.0,0.0,0.0,5.41,1.41,1.39,1.31,1.4,4.16,2.54,7.3
2120,0.0,0.0,0.0,0.0,2.84,7.99,0.0,0.0,0.0,5.41,1.4,1.39,1.31,1.4,4.16,2.54,7.31
2125,0.0,0.0,0.0,0.0,2.84,7.98,0.0,0.0,0.0,5.4,1.4,1.39,1.31,1.39,4.17,2.55,7.31
2130,0.0,0.0,0.0,0.0,2.83,7.98,0.0,0.0,0.0,5.4,1.4,1.39,1.31,1.39,4.17,2.55,7.32
2135,0.0,0.0,0.0,0.0,2.83,7.98,0.0,0.0,0.0,5.4,1.4,1.39,1.31,1.39,4.17,2.56,7.32
2140,0.0,0.0,0.0,0.0,2.83,7.98,0.0,0.0,0.0,5.39,1.4,1.38,1.31,1.39,4.17,2.57,7.33
2145,0.0,0.0,0.0,0.0,2.83,7.98,0.0,0.0,0.0,5.39,1.4,1.38,1.3,1.39,4.17,2.57,7.34
2150,0.0,0.0,0.0,0.0,2.82,7.97,0.0,0.0,0.0,5.39,1.39,1.38,1.3,1.39,4.17,2.58,7.34
2155,0.0,0.0,0.0,0.0,2.82,7.97,0.0,0.0,0.0,5.38,1.39,1.38,1.3,1.38,4.17,2.58,7.35
2160,0.0,0.0,0.0,0.0,2.82,7.97,0.0,0.0,0.0,5.38,1.39,1.38,1.3,1.38,4.17,2.59,7.35
2165,0.0,0.0,0.0,0.0,2.81,7.97,0.0,0.0,0.0,5.37,1.39,1.38,1.3,1.38,4.17,2.6,7.36
2170,0.0,0.0,0.0,0.0,2.81,7.97,0.0,0.0,0.0,5.37,1.39,1.37,1.3,1.38,4.17,2.6,7.37
2175,0.0,0.0,0.0,0.0,2.81,7.96,0.0,0.0,0.0,5.37,1.38,1.37,1.3,1.38,4.17,2.61,7.37
2180,0.0,0.0,0.0,0.0,2.8,7.96,0.0,0.0,0.0,5.36,1.38,1.37,1.3,1.38,4.17,2.61,7.38
2185,0.0,0.0,0.0,0.0,2.8,7.96,0.0,0.0,0.0,5.36,1.38,1.37,1.3,1.37,4.17,2.62,7.38
2190,0.0,0.0,0.0,0.0,2.8,7.96,0.0,0.0,0.0,5.36,1.38,1.37,1.29,1.37,4.18,2.63,7.39
2195,0.0,0.0,0.0,0.0,2.8,7.96,0.0,0.0,0.0,5.35,1.38,1.37,1.29,1.37,4.18,2.63,7.4
2200,0.0,0.0,0.0,0.0,2.79,7.95,0.0,0.0,0.0,5.35,1.38,1.37,1.29,1.37,4.18,2.64,7.4
2205,0.0,0.0,0.0,0.0,2.79,7.95,0.0,0.0,0.0,5.35,1.37,1.36,1.29,1.37,4.18,2.64,7.41
2210,0.0,0.0,0.0,0.0,2.79,7.95,0.0,0.0,0.0,5.34,1.37,1.36,1.29,1.37,4.18,2.65,7.42
2215,0.0,0.0,0.0,0.0,2.78,7.95,0.0,0.0,0.0,5.34,1.37,1.36,1.29,1.36,4.18,2.66,7.42
2220,0.0,0.0,0.0,0.0,2.78,7.95,0.0,0.0,0.0,5.34,1.37,1.36,1.29,1.36,4.18,2.66,7.43
2225,0.0,0.0,0.0,0.0,2.78,7.94,0.0,0.0,0.0,5.33,1.37,1.36,1.29,1.36,4.18,2.67,7.43
2230,0.0,0.0,0.0,0.0,2.78,7.94,0.0,0.0,0.0,5.33,1.37,1.36,1.28,1.36,4.18,2.68,7.44
2235,0.0,0.0,0.0,0.0,2.77,7.94,0.0,0.0,0.0,5.33,1.36,1.35,1.28,1.36,4.18,2.68,7.45
2240,0.0,0.0,0.0,0.0,2.77,7.94,0.0,0.0,0.0,5.32,1.36,1.35,1.28,1.36,4.18,2.69,7.45
2245,0.0,0.0,0.0,0.0,2.77,7.94,0.0,0.0,0.0,5.32,1.36,1.35,1.28,1.35,4.18,2.7,7.46
2250,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.32,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2255,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.32,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2260,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.32,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2265,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.32,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2270,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.32,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2275,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.32,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2280,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.32,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2285,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.32,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2290,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.32,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2295,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.32,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2300,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.32,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2305,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.32,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2310,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.32,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2315,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.32,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2320,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.32,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2325,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.32,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2330,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.32,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2335,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.32,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2340,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.32,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2345,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.31,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2350,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.31,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2355,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.31,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2360,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.31,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2365,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.31,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2370,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.31,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2375,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.31,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2380,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.31,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2385,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.31,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2390,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.31,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2395,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.31,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2400,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.31,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2405,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.31,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2410,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.31,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2415,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.31,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2420,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.31,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2425,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.31,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2430,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.31,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2435,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.31,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2440,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.31,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2445,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.31,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2450,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.31,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2455,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.31,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2460,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.31,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2465,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.31,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2470,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.31,1.36,1.35,1.28,1.35,4.19,2.7,7.47
2475,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.31,1.36,1.35,1.28,1.35,4.18,2.7,7.47
2480,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.31,1.36,1.35,1.28,1.35,4.18,2.7,7.47
2485,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.31,1.36,1.35,1.28,1.35,4.18,2.7,7.47
2490,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.31,1.36,1.35,1.28,1.35,4.18,2.7,7.47
2495,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.31,1.36,1.35,1.28,1.35,4.18,2.7,7.47
2500,0.0,0.0,0.0,0.0,2.76,7.93,0.0,0.0,0.0,5.31,1.36,1.35,1.28,1.35,4.18,2.7,7.47
